index,value
14,0
635,0
374,1
32,0
119,0
183,1
514,1
543,1
344,0
303,1
148,0
345,0
424,0
600,1
391,0
327,1
206,1
695,0
26,0
175,1
324,1
485,1
42,0
156,1
549,1
713,0
399,0
404,1
207,1
231,0
659,1
593,0
390,0
152,1
193,0
278,0
457,0
301,1
162,0
437,0
302,0
319,1
438,1
212,0
543,1
352,1
159,1
323,1
433,1
720,0
159,1
564,0
768,0
576,1
573,0
380,1
297,1
511,0
543,1
610,0
406,1
558,0
45,0
120,0
628,1
257,1
707,0
666,1
740,0
630,1
634,0
68,0
575,1
220,1
429,0
541,1
701,0
434,1
505,0
596,0
208,1
712,1
572,1
275,0
367,0
66,0
519,1
354,1
498,0
188,1
186,1
186,1
472,0
151,1
517,1
406,1
492,1
207,1
575,0
59,0
373,1
1,0
773,0
199,0
601,1
776,0
289,1
509,0
783,0
321,0
627,1
132,0
509,0
440,0
413,1
443,0
556,0
292,1
68,0
442,0
355,1
321,1
11,0
417,0
181,1
239,1
494,1
238,1
210,1
484,1
426,1
178,0
571,1
577,1
241,1
548,1
348,1
354,1
179,1
433,1
288,0
545,1
144,0
152,0
239,1
326,1
693,0
181,1
683,0
463,0
653,1
290,1
189,1
177,0
561,0
777,0
486,1
258,0
327,0
471,1
163,0
710,0
32,0
379,1
105,0
771,0
686,0
0,0
177,1
96,0
185,0
524,1
214,1
731,0
29,0
260,1
183,1
204,1
626,1
271,1
192,0
624,0
653,1
692,1
81,0
706,0
440,1
153,1
435,1
574,1
724,0
663,1
688,0
619,0
530,0
62,0
429,1
667,0
495,0
96,0
425,0
329,0
430,1
188,0
685,1
157,1
551,1
89,0
530,0
79,0
573,0
189,1
294,0
204,0
712,1
344,0
463,1
359,0
579,0
656,1
544,1
745,0
458,1
463,1
98,0
680,0
245,1
413,0
262,1
345,1
543,1
424,0
161,1
91,0
681,1
625,0
548,1
400,0
138,1
18,0
750,0
631,0
157,1
97,0
515,1
219,0
707,1
115,0
214,1
770,0
355,1
518,1
189,1
577,1
519,1
139,0
400,1
350,1
392,0
449,0
380,1
763,0
161,1
558,0
156,1
744,0
467,1
240,1
407,1
232,1
432,1
167,0
266,1
672,0
407,1
734,0
438,1
425,0
119,0
461,1
578,1
378,1
262,0
408,1
576,1
182,1
628,1
451,0
589,0
238,1
108,0
247,0
345,1
548,1
637,0
710,0
263,1
274,0
682,0
379,1
448,0
399,1
523,1
445,0
325,1
118,0
22,0
162,0
363,0
296,1
713,1
627,0
429,1
349,1
618,0
374,1
576,1
260,1
158,1
323,1
468,1
571,0
739,0
633,1
261,1
572,1
188,0
674,0
58,0
516,0
304,0
603,1
241,0
490,1
352,1
761,0
344,0
575,1
551,1
664,0
331,0
130,0
107,0
214,0
295,1
600,1
654,1
269,1
343,0
599,1
540,1
464,0
24,0
628,1
581,0
470,1
550,0
512,1
305,0
489,1
287,1
483,0
781,0
79,0
627,1
317,1
168,0
636,1
184,1
177,1
627,1
632,1
186,1
204,0
587,0
480,1
516,1
712,1
480,0
97,0
308,0
208,1
782,0
526,1
306,0
107,0
81,0
610,0
380,1
183,1
218,1
348,1
313,0
577,1
732,0
177,0
309,0
155,1
425,0
460,1
352,1
517,0
599,1
81,0
162,0
664,0
209,1
295,1
501,0
416,0
301,0
566,0
601,1
9,0
347,1
572,1
519,1
267,1
95,0
242,1
269,1
217,1
639,0
182,1
471,0
656,1
722,0
5,0
466,0
284,1
623,0
280,0
216,1
485,0
322,1
3,0
185,1
508,0
731,0
674,0
384,1
454,0
635,0
709,0
581,0
212,1
339,0
350,1
136,0
562,0
562,0
301,0
78,0
431,1
675,0
134,0
234,1
576,1
492,1
562,0
771,0
476,0
252,0
183,1
607,1
772,0
255,0
776,0
19,0
522,1
335,0
150,0
658,1
338,0
286,0
189,0
323,1
429,1
73,0
521,1
131,0
515,1
520,1
127,1
31,0
603,1
521,1
452,0
406,1
664,0
649,0
558,0
452,0
264,1
397,0
253,0
655,1
268,0
736,0
449,0
486,1
408,1
463,1
508,0
430,1
752,0
625,1
278,1
347,1
236,1
211,0
418,0
228,0
107,0
57,0
433,1
411,1
632,1
651,0
542,0
561,0
246,0
542,0
150,1
641,0
288,0
269,1
772,0
584,0
418,0
600,1
332,0
191,1
576,0
349,1
195,0
566,0
721,0
708,1
462,1
703,0
163,0
292,1
378,1
305,0
321,1
243,1
498,0
329,1
588,0
250,0
24,0
273,1
581,1
244,1
490,1
596,0
731,0
627,1
450,0
571,1
425,0
398,1
576,0
633,1
181,1
354,0
310,0
684,0
292,1
492,1
19,0
106,0
464,1
522,1
329,1
355,0
253,0
169,0
604,1
101,0
615,0
561,0
96,0
377,1
727,0
376,1
174,0
350,1
417,0
668,0
420,0
520,1
434,1
29,0
780,0
598,1
10,0
288,1
182,1
302,0
374,1
296,1
383,1
541,1
297,1
273,1
657,1
275,0
134,0
398,1
604,1
431,1
605,1
623,0
242,1
460,0
75,0
533,0
300,1
486,1
318,1
688,0
239,1
64,0
467,1
485,1
402,1
286,0
351,1
499,0
213,1
155,0
465,1
406,1
575,0
494,1
263,1
604,0
177,0
473,1
542,1
708,1
382,1
536,1
378,1
219,1
231,1
2,0
57,0
492,1
433,1
159,0
405,0
324,1
208,1
150,0
423,0
155,0
234,1
595,1
379,1
362,0
183,1
346,1
654,1
459,1
401,0
342,1
288,1
316,0
725,0
42,0
409,1
419,0
268,1
590,0
418,0
447,0
346,1
609,0
214,1
295,1
243,1
487,1
234,1
290,1
524,1
687,0
544,1
536,0
28,0
458,1
605,1
744,0
403,1
292,1
516,0
155,0
411,1
300,1
296,0
361,0
180,1
319,1
299,1
243,1
542,1
344,1
215,1
394,0
184,1
543,1
14,0
46,0
353,1
376,1
204,0
239,1
516,1
212,1
272,0
355,1
122,0
234,1
41,0
630,0
259,0
774,0
431,1
658,1
311,1
518,1
670,0
201,0
58,0
543,0
231,0
378,1
591,0
453,1
372,1
244,1
239,1
550,1
82,0
727,0
434,1
90,0
233,1
27,0
258,0
519,1
33,0
267,1
240,1
557,0
518,1
380,1
601,1
190,1
780,0
234,0
262,1
403,1
482,1
753,0
41,0
57,0
169,0
315,0
622,0
678,0
766,1
402,1
177,1
41,0
654,1
404,1
548,0
360,1
323,1
108,0
434,1
356,1
516,1
407,0
670,0
187,1
390,0
504,0
158,0
485,1
243,1
371,0
204,1
718,0
609,0
514,1
493,1
240,1
255,0
371,0
411,1
193,0
434,1
145,0
123,1
573,1
51,0
618,0
152,1
115,0
238,1
182,1
426,0
653,1
155,1
409,1
316,1
393,0
45,0
161,0
547,1
726,0
736,0
758,0
431,0
519,1
412,1
85,0
536,0
217,0
156,1
673,0
574,0
414,0
301,1
251,0
627,1
184,0
273,0
566,1
352,1
24,0
195,0
601,1
266,1
463,1
377,1
236,1
179,1
655,1
495,1
265,1
646,0
274,1
506,0
267,1
83,0
273,1
486,0
571,1
125,1
524,0
736,0
322,1
400,1
258,0
399,0
128,0
626,1
476,0
184,0
52,0
177,1
360,1
412,0
134,0
608,0
399,0
736,0
675,0
568,1
298,1
302,1
343,1
320,1
293,1
436,1
250,0
505,0
222,0
297,1
778,0
636,1
621,0
347,1
165,0
344,1
710,1
467,1
626,1
357,0
379,1
344,1
547,1
241,1
410,1
498,1
369,0
779,0
329,1
744,0
410,0
345,1
533,0
577,1
250,0
333,0
413,1
381,1
338,0
106,0
536,0
680,0
629,1
459,1
65,0
323,1
320,0
487,1
592,0
371,1
413,1
29,0
461,1
412,0
384,1
636,0
542,1
70,1
292,1
445,0
83,0
743,0
450,0
606,1
380,1
460,1
234,1
174,1
574,0
587,0
454,1
579,1
329,1
148,1
763,0
114,0
318,1
378,1
329,0
341,0
174,0
783,0
411,1
646,0
402,0
199,0
191,0
70,0
385,1
551,1
737,0
599,1
76,1
648,0
24,0
632,1
386,0
96,0
672,0
753,0
319,0
202,0
241,1
234,1
308,0
243,1
626,1
753,0
187,0
377,1
416,0
404,1
185,1
287,1
249,0
158,0
211,1
296,1
40,0
732,0
159,1
431,0
437,1
653,1
683,1
442,1
464,1
487,1
517,1
544,1
711,0
408,1
263,1
434,0
469,1
100,0
515,1
55,0
186,1
53,0
464,1
463,1
240,1
205,1
50,0
715,0
207,0
198,0
40,0
690,1
401,0
14,0
730,0
173,0
781,0
327,0
81,0
199,0
305,1
399,0
441,0
658,1
390,0
27,0
333,0
273,1
693,0
629,1
214,1
206,1
597,1
417,0
212,1
290,1
445,0
556,0
252,0
267,0
60,0
550,1
190,0
656,0
61,0
460,1
297,1
158,1
477,0
465,1
205,1
263,1
597,1
439,1
554,0
289,1
545,1
176,0
470,0
687,1
768,0
551,1
212,1
60,0
367,0
373,1
522,1
272,0
568,0
605,1
400,1
73,0
181,1
320,1
757,0
313,0
687,1
493,1
661,1
214,1
40,0
414,1
231,1
671,0
654,0
142,0
129,0
323,1
497,0
730,0
741,0
401,1
187,1
462,1
60,0
525,1
241,0
492,1
607,1
459,1
213,1
543,1
157,1
467,0
647,0
267,1
578,1
734,0
437,1
303,1
627,1
297,1
244,0
633,1
577,1
238,1
570,1
497,0
768,0
14,0
426,1
714,1
462,1
480,0
598,1
346,1
542,1
663,1
573,1
92,0
323,1
410,1
324,1
91,0
631,1
389,0
150,1
377,1
186,0
732,0
524,1
19,0
238,1
329,0
306,0
213,1
638,0
660,1
295,1
482,0
153,1
291,0
520,1
296,0
410,1
293,1
75,0
253,0
573,1
577,1
701,0
315,0
289,1
664,1
757,0
138,0
136,0
670,0
629,1
296,1
486,1
662,1
662,1
734,0
186,1
659,1
491,1
29,0
403,1
260,1
147,0
303,1
153,1
505,0
704,0
774,0
47,0
267,1
188,0
581,1
431,1
183,1
160,0
185,1
748,0
146,0
615,0
292,0
721,0
601,1
463,1
550,1
777,0
243,1
577,1
142,0
578,1
516,1
489,1
601,1
470,0
515,1
548,1
716,1
317,1
124,1
394,0
184,1
217,0
300,1
436,1
235,1
329,0
530,0
125,1
238,1
251,0
612,0
435,1
268,0
325,1
462,1
488,1
515,1
243,1
653,0
546,1
463,1
519,1
576,1
464,1
771,0
180,1
579,1
348,1
205,1
238,1
236,1
334,0
576,1
550,0
361,0
124,0
603,1
627,1
214,1
658,1
254,0
523,1
723,0
240,1
220,0
604,1
426,1
448,0
463,1
1,0
317,1
181,1
716,1
262,1
604,1
398,0
164,0
290,1
440,0
326,0
736,0
338,0
284,0
510,1
295,1
417,0
187,1
748,0
627,1
460,1
521,1
451,0
459,1
88,0
25,0
353,1
129,0
365,0
574,1
32,0
579,1
217,1
313,0
210,1
608,1
376,1
656,1
404,1
173,0
347,1
494,1
464,1
512,1
117,0
409,1
508,0
348,1
355,1
130,0
509,0
512,0
460,1
105,0
79,0
244,1
400,1
639,0
651,1
423,0
600,1
648,0
519,1
517,1
532,0
651,0
600,1
466,1
344,1
569,1
613,0
660,1
432,0
238,1
545,0
58,0
462,1
213,1
216,1
213,1
554,0
288,0
507,1
604,1
495,1
373,1
378,1
514,1
337,0
379,1
438,1
334,0
140,0
154,0
327,0
470,0
712,1
180,1
431,1
182,1
254,0
472,0
353,1
600,1
636,0
264,1
127,0
169,0
354,1
383,0
429,1
591,0
65,0
668,0
214,1
199,0
52,0
631,1
743,0
348,1
493,1
99,1
58,0
123,1
18,0
489,1
311,0
770,0
234,1
432,0
41,0
72,0
211,1
694,0
272,1
118,0
452,1
210,1
112,0
120,0
326,0
324,1
777,0
286,0
430,1
567,0
469,0
399,1
566,1
408,1
517,1
124,0
351,0
558,0
548,1
182,1
548,1
125,1
546,1
239,1
291,1
157,1
241,1
578,1
518,0
461,1
552,0
270,0
297,1
435,1
198,0
302,1
573,1
273,0
287,1
456,1
238,1
0,0
213,1
227,0
408,0
402,1
656,1
645,0
185,1
460,1
371,0
269,1
221,0
218,0
210,1
772,0
346,1
578,1
342,1
130,1
625,1
184,1
630,1
318,1
186,1
739,0
426,0
267,1
582,1
292,0
495,1
430,1
67,0
384,1
730,0
572,0
574,1
431,0
240,1
235,1
435,1
597,1
679,0
332,0
320,0
374,1
512,1
547,1
712,0
437,1
351,1
26,0
665,0
110,0
714,1
407,1
291,1
643,0
487,1
325,1
319,1
144,0
670,0
661,1
554,0
575,1
241,1
293,1
180,1
557,0
183,1
407,1
294,1
74,0
383,0
242,1
629,1
297,1
189,1
184,1
585,0
608,0
701,0
9,0
628,1
634,1
645,0
380,1
82,0
655,1
573,1
425,0
493,1
598,1
369,1
296,1
764,0
573,0
555,0
295,1
550,1
265,1
268,1
585,0
684,0
707,0
188,1
269,1
230,0
272,0
384,0
514,0
182,1
464,1
548,1
584,0
534,0
652,0
10,0
147,0
463,1
576,1
717,0
291,1
398,0
511,0
555,1
151,1
299,1
125,1
577,1
549,0
593,0
213,0
660,1
382,0
268,1
184,1
321,0
234,1
432,1
728,0
259,0
715,0
348,1
180,1
491,1
317,0
642,0
346,1
378,1
292,0
298,1
349,1
477,0
207,1
686,1
270,1
177,0
374,1
345,0
626,1
466,1
617,0
154,1
427,0
232,0
153,1
436,1
543,0
323,1
69,0
183,1
406,1
739,0
45,0
184,1
503,0
542,1
602,1
327,1
574,1
432,1
260,1
268,1
345,0
521,1
520,1
107,0
49,0
407,1
244,1
772,0
310,0
519,1
228,0
75,0
461,1
434,1
17,0
266,1
777,0
366,0
598,1
657,1
373,1
375,1
442,0
407,1
575,0
322,1
82,0
430,0
581,0
392,0
544,1
299,1
456,1
407,1
688,1
199,0
343,0
518,0
192,0
130,0
645,0
681,0
546,1
254,0
435,1
475,0
575,1
435,1
647,0
348,0
624,1
288,0
355,1
516,1
125,0
490,1
161,0
616,0
57,0
573,1
178,1
333,0
131,1
379,0
432,1
287,0
4,0
462,1
462,1
355,1
622,0
517,1
181,1
533,0
82,0
539,0
368,0
30,0
604,0
588,0
126,1
23,0
381,1
176,0
204,1
185,1
250,0
463,1
425,1
265,1
572,1
242,1
168,0
240,1
472,0
406,1
286,0
158,1
306,0
778,0
244,1
438,1
433,1
319,1
647,0
660,0
660,1
451,0
471,0
190,1
183,1
66,0
36,0
672,0
464,1
212,1
321,1
207,1
652,0
294,1
514,1
207,1
134,0
410,1
47,0
244,1
70,0
373,1
496,1
663,0
573,1
547,1
608,0
144,0
265,1
641,0
761,0
352,1
220,1
32,0
563,0
155,0
524,1
678,0
178,1
147,0
475,0
435,1
352,1
662,0
627,1
755,0
597,1
271,1
637,0
490,1
500,0
711,1
385,1
522,1
183,1
657,1
324,1
262,1
409,1
629,1
700,0
752,0
679,0
410,1
209,0
212,1
234,1
439,1
256,1
409,1
709,0
605,0
628,1
217,0
524,0
626,0
558,0
337,0
562,0
577,1
215,1
657,1
580,1
386,0
593,0
523,1
92,0
544,0
582,0
298,1
272,1
493,1
683,1
327,1
490,1
240,1
330,0
318,0
170,0
101,0
298,1
465,1
322,1
457,1
383,1
402,1
221,0
614,0
519,1
232,0
430,1
778,0
19,0
656,1
692,1
741,0
568,0
677,0
681,1
262,1
779,0
446,0
553,0
349,1
614,0
382,1
36,0
538,1
293,1
88,0
767,0
267,1
96,0
125,0
75,0
630,0
476,0
279,0
373,0
560,0
577,1
213,1
431,1
511,0
664,0
349,1
484,1
509,0
599,1
480,0
463,1
49,0
339,0
359,0
203,1
596,1
737,0
298,1
301,1
410,1
568,0
130,1
156,1
399,1
135,0
629,1
517,1
382,1
405,0
240,1
345,1
202,1
281,0
680,0
300,1
639,0
260,1
254,1
761,0
578,1
457,1
296,1
215,0
551,1
206,1
436,1
190,0
203,1
185,1
632,1
649,0
544,0
270,1
10,0
261,1
544,1
226,0
379,1
409,1
514,0
290,1
147,0
577,1
616,0
182,1
684,0
314,1
233,0
528,0
286,1
214,1
296,1
753,0
163,0
753,0
47,0
431,1
204,1
75,0
81,0
281,0
543,0
669,0
596,1
669,0
477,0
716,0
463,1
575,1
296,1
92,0
484,1
295,1
498,0
6,0
761,0
238,1
371,1
695,0
542,1
296,1
625,0
248,0
195,0
631,1
518,1
373,0
4,0
341,1
733,0
760,0
521,1
37,0
658,1
457,1
415,0
355,1
330,1
381,1
520,1
519,1
424,0
472,0
328,1
147,0
753,0
403,1
572,1
263,1
212,1
594,1
75,0
686,0
248,0
292,1
278,0
408,1
527,0
397,0
462,1
685,1
219,0
507,0
155,1
212,1
413,1
632,1
468,1
433,1
485,1
130,1
690,1
320,1
317,1
629,1
175,1
471,0
734,0
139,0
538,1
639,0
579,1
599,0
50,0
719,0
407,1
714,1
435,1
570,0
93,0
414,0
627,1
158,0
128,1
296,1
267,1
491,1
153,0
326,1
172,0
77,0
764,0
436,1
150,1
184,1
684,1
630,1
322,1
606,0
459,1
222,0
712,0
46,0
767,0
490,1
509,0
568,1
245,1
61,0
566,0
286,1
491,1
323,0
224,0
354,1
416,1
54,0
670,0
420,0
430,0
408,1
298,1
48,0
233,1
355,1
625,1
291,1
347,1
238,1
46,0
10,0
480,0
711,0
521,0
528,0
430,1
493,1
628,0
128,1
626,1
631,1
769,0
450,0
339,0
214,1
511,0
381,1
760,0
268,1
709,0
322,1
499,0
751,0
78,0
254,0
635,1
544,0
603,1
555,0
399,1
638,0
383,1
483,1
29,0
409,0
219,1
304,0
670,0
549,1
443,1
96,0
684,1
600,1
596,1
276,0
575,1
344,1
41,0
407,1
260,1
379,1
783,0
125,1
238,1
465,1
626,1
37,0
780,0
151,0
83,0
211,1
270,1
268,1
547,1
134,0
467,1
599,0
502,0
681,1
627,1
598,1
352,1
71,0
536,0
491,1
765,0
576,0
209,1
369,1
190,0
557,0
430,1
688,1
434,1
580,0
463,1
675,0
579,0
267,1
132,0
688,0
280,0
383,0
597,1
60,0
519,1
271,1
580,1
466,1
569,1
468,1
335,0
719,1
310,0
435,1
374,1
611,1
366,0
402,1
134,0
643,0
698,0
43,0
408,0
430,1
268,1
328,1
504,0
743,0
631,1
348,1
401,1
212,1
460,1
771,0
125,0
354,1
496,1
258,0
523,1
8,0
251,0
161,1
243,1
182,1
242,1
374,1
218,1
293,1
408,0
60,0
59,0
380,1
581,0
573,1
74,0
30,0
241,1
94,0
399,1
190,0
485,1
732,0
322,0
487,1
94,0
414,1
601,1
402,1
191,0
155,1
238,1
531,0
346,1
374,1
327,1
315,0
434,1
512,1
451,0
454,1
319,1
125,1
319,1
294,1
540,0
435,1
235,1
0,0
686,1
395,0
557,0
659,0
101,0
599,1
401,1
315,1
73,0
374,1
781,0
119,0
270,1
263,1
208,1
255,0
166,0
552,1
658,0
472,0
138,0
85,0
488,1
160,1
549,1
315,1
632,0
242,1
577,1
603,1
767,0
213,1
733,0
163,0
380,1
493,1
283,0
634,1
591,0
167,0
270,1
554,0
373,1
476,0
268,1
678,0
634,0
512,0
402,1
25,0
71,0
208,1
440,1
293,1
322,0
252,0
669,0
113,0
672,0
469,0
348,0
567,0
26,0
37,0
374,0
578,1
209,1
247,0
250,0
519,1
743,0
377,1
482,1
408,1
489,1
358,0
545,1
29,0
681,1
474,1
401,1
85,0
519,1
555,0
272,1
679,0
298,1
331,1
467,0
599,1
704,0
159,1
156,1
324,0
567,1
206,1
602,1
520,1
629,1
434,1
656,1
208,1
215,1
754,0
681,1
552,0
419,0
288,1
672,0
652,1
217,0
424,0
471,0
287,1
763,0
655,1
267,1
321,1
294,1
554,0
491,1
440,1
597,0
384,1
422,0
387,1
213,1
137,0
292,1
272,0
593,0
55,0
433,1
574,1
278,0
299,1
765,0
706,0
645,0
779,0
373,1
133,0
476,0
625,0
440,1
137,0
378,1
407,1
154,0
752,0
619,0
640,0
81,0
392,0
475,0
698,0
563,1
223,0
251,0
379,1
292,1
484,1
95,0
204,0
190,0
716,0
673,0
600,1
78,0
356,1
116,0
282,0
579,0
579,1
413,0
625,0
627,0
89,0
433,1
233,1
519,0
211,1
620,1
221,0
301,1
494,1
265,1
298,1
181,1
179,1
321,1
68,0
373,1
48,0
679,1
495,1
352,0
782,0
605,1
226,0
214,1
235,1
346,1
128,1
360,0
206,0
193,0
344,1
344,1
210,1
591,0
237,1
139,0
202,0
506,0
148,0
156,1
459,1
405,1
241,1
688,0
234,1
140,0
390,0
215,1
555,0
67,0
262,1
37,0
514,1
508,1
575,1
606,1
294,1
518,1
569,1
611,0
162,0
355,1
270,0
325,1
139,0
356,1
123,0
237,1
88,0
403,1
127,0
474,0
58,0
137,0
391,0
462,0
455,0
61,0
460,0
346,1
515,1
602,1
405,0
538,1
567,1
662,0
157,1
703,0
734,0
775,0
9,0
671,0
593,1
347,1
96,0
643,0
374,1
612,0
332,0
511,1
278,0
491,0
117,0
380,1
187,1
546,1
98,0
567,1
278,0
243,0
377,1
345,1
288,0
18,0
350,1
629,1
470,0
288,0
546,1
387,0
320,0
767,0
237,1
221,0
166,0
402,0
528,0
305,0
391,0
635,0
380,1
428,0
2,0
567,1
525,1
425,0
166,0
138,0
683,1
300,1
592,0
545,0
601,1
253,0
475,0
235,1
749,0
282,0
454,0
277,0
139,0
458,0
155,1
586,0
231,0
243,1
85,0
194,0
181,1
529,0
352,1
299,1
427,1
353,1
139,0
295,0
238,1
761,0
155,1
775,0
155,1
714,0
456,1
212,1
29,0
292,1
729,0
378,1
709,0
273,1
51,0
441,1
323,1
404,1
114,0
219,1
601,1
245,1
260,1
340,0
598,0
199,0
480,0
629,1
574,1
397,0
624,1
449,0
328,1
520,1
435,1
213,1
458,1
337,0
300,1
325,1
412,1
160,1
404,1
720,0
182,1
154,1
628,1
127,1
510,0
269,1
310,0
71,0
257,0
450,0
575,1
77,0
772,0
305,1
548,1
643,0
305,0
407,1
352,1
147,0
266,1
581,0
547,1
386,1
315,0
491,1
635,0
367,0
54,0
313,1
423,0
613,0
3,0
299,1
296,1
247,1
606,0
155,1
532,0
520,1
485,0
186,1
323,1
99,0
4,0
108,0
118,0
388,0
245,1
213,1
323,0
372,1
521,1
268,1
393,0
768,0
474,0
256,0
190,1
556,0
629,1
434,1
398,1
453,1
618,0
240,1
259,0
549,1
212,1
605,0
212,1
568,1
577,1
133,0
515,0
453,0
525,0
359,0
440,1
181,1
200,0
654,0
490,1
328,1
392,0
544,1
513,1
25,0
670,0
682,0
22,0
466,1
355,0
343,1
242,1
451,0
258,1
233,1
327,1
6,0
217,1
496,1
438,0
27,0
241,1
138,0
469,0
236,1
98,0
100,0
331,0
386,0
270,1
98,0
212,1
183,1
597,1
413,1
339,1
633,1
369,0
317,1
548,1
156,1
383,1
271,0
237,1
739,1
426,0
188,0
216,1
115,0
181,1
132,0
382,0
683,1
309,0
399,1
328,0
686,0
238,1
90,0
435,1
491,1
774,0
209,1
236,1
420,0
456,1
768,0
685,1
53,0
107,0
721,0
347,1
353,1
442,1
758,0
497,1
24,0
518,1
330,1
461,1
39,0
677,0
365,0
429,1
322,1
622,0
491,1
139,0
619,0
387,0
406,1
301,1
244,0
125,1
455,1
277,0
169,0
309,0
399,0
154,1
692,0
707,0
533,0
672,0
339,1
674,0
765,0
106,0
304,0
289,1
381,1
656,1
354,0
553,0
0,0
262,1
688,0
254,0
464,0
149,1
175,0
700,0
258,0
549,1
269,1
307,0
406,1
154,1
463,1
297,1
535,0
373,1
577,1
612,0
399,0
331,0
63,0
74,0
406,0
689,1
604,1
126,1
720,0
182,1
180,0
435,0
377,0
567,1
350,0
318,1
764,0
385,0
123,0
354,1
243,1
296,1
79,0
26,0
68,0
125,1
379,1
271,1
125,1
580,0
777,0
355,1
499,0
543,1
246,1
712,0
725,0
237,1
717,0
402,1
552,1
454,1
196,0
631,1
457,1
317,0
257,0
283,0
470,0
263,1
574,1
631,0
634,0
354,1
685,1
607,1
422,0
232,1
71,0
745,0
409,0
81,0
40,0
140,0
391,0
186,1
246,1
269,1
158,1
407,1
160,1
291,1
413,0
314,0
271,1
435,1
189,1
378,1
102,0
512,0
630,1
298,1
358,0
429,1
627,1
374,1
681,1
401,0
349,0
599,1
629,0
579,0
295,1
291,1
271,0
376,1
461,1
430,1
29,0
409,0
488,1
157,1
395,0
349,1
351,0
602,1
760,0
369,0
481,0
293,1
569,1
318,1
548,1
768,1
338,0
25,0
543,1
520,1
24,0
487,1
326,1
394,0
36,0
318,1
437,1
430,0
215,1
300,1
153,1
127,1
555,1
77,0
553,1
342,0
56,0
546,1
709,0
615,0
720,0
520,0
382,1
239,0
530,0
399,1
348,1
491,1
601,1
294,0
213,1
434,1
179,1
93,0
203,1
658,1
148,0
543,1
588,0
407,1
541,1
356,1
123,0
451,0
534,0
230,1
310,0
382,0
356,1
448,0
436,1
491,1
591,0
156,1
385,0
781,0
382,1
141,0
405,1
524,0
557,0
548,0
710,1
659,1
313,0
152,1
538,0
413,1
628,1
549,1
429,0
240,0
284,0
223,0
196,0
101,0
373,1
0,0
379,1
523,1
561,0
710,0
102,1
615,0
569,1
657,1
537,0
82,0
182,1
659,1
181,1
572,1
295,0
660,1
629,1
75,0
253,0
657,1
412,1
720,0
485,0
590,0
677,0
190,0
50,0
566,1
757,0
700,0
755,0
549,1
405,1
304,0
282,0
187,1
778,0
428,1
243,1
467,1
277,0
208,1
726,0
130,1
43,0
663,0
174,0
575,1
565,0
500,0
522,1
358,1
487,0
388,0
207,1
268,1
181,0
517,1
674,0
589,0
116,0
291,1
677,0
99,1
694,0
379,1
412,0
210,1
566,1
397,0
38,0
87,0
178,1
269,1
707,0
247,0
436,1
180,0
687,1
776,0
705,0
96,0
239,1
411,1
304,0
154,1
391,0
190,0
656,1
173,0
267,1
516,1
729,0
492,1
478,0
261,1
1,0
745,0
172,0
108,0
171,0
240,1
653,1
631,1
301,0
475,0
20,0
641,0
59,0
367,0
378,1
373,0
691,0
263,1
724,0
172,0
692,0
52,0
754,0
282,0
305,0
0,0
640,0
305,0
521,1
568,0
375,1
318,1
405,1
580,1
683,1
370,0
163,0
73,0
433,1
107,0
464,1
319,0
337,0
727,0
213,1
133,0
211,1
341,0
248,0
239,0
600,0
749,0
182,1
549,1
266,1
507,0
629,1
471,0
234,1
631,1
430,1
487,1
134,0
728,0
571,1
436,0
39,0
50,0
231,0
63,0
228,0
320,1
348,0
691,1
120,0
610,1
451,0
628,1
210,1
298,0
39,0
422,0
277,0
445,0
742,0
181,1
319,0
184,1
433,1
607,1
604,1
517,1
296,1
235,0
554,1
383,1
478,0
102,0
70,0
550,1
696,0
548,1
403,0
705,0
420,0
630,1
296,1
353,1
605,1
156,1
377,1
541,1
215,0
461,1
380,1
598,1
726,0
240,1
328,1
206,1
186,1
461,1
374,0
400,0
291,0
305,0
579,1
215,1
578,0
482,0
540,0
548,1
486,1
37,0
233,1
655,1
220,0
635,1
392,0
88,0
174,0
248,0
187,0
70,0
94,0
180,0
179,0
226,0
579,1
327,1
710,0
186,1
405,1
242,0
513,1
238,1
682,0
563,1
53,0
668,0
672,0
460,1
468,1
479,0
200,0
411,1
12,0
437,1
658,0
523,1
740,0
616,0
676,0
128,0
293,1
592,0
153,1
628,0
609,1
71,0
443,0
0,0
147,0
326,1
227,0
299,0
265,1
641,0
667,0
265,1
487,1
274,0
67,0
411,1
368,0
288,1
352,1
177,0
639,0
316,0
115,0
192,0
633,1
524,1
660,1
197,0
487,1
579,1
612,0
392,0
17,0
543,0
652,0
586,0
501,0
617,0
482,0
112,0
20,0
94,0
213,1
657,1
676,0
373,1
456,0
258,1
160,0
309,0
449,0
687,1
435,1
350,1
238,1
542,1
607,1
8,0
466,1
449,0
237,0
370,0
783,0
438,1
10,0
154,1
26,0
392,0
707,0
674,0
176,1
351,1
739,0
657,1
332,0
262,1
685,0
378,1
246,0
262,1
515,1
357,1
402,1
46,0
117,0
15,0
568,1
338,0
387,1
101,0
46,0
469,0
750,0
437,1
498,1
299,1
299,1
521,1
654,1
655,1
652,1
310,0
609,1
403,1
573,1
231,1
306,0
329,0
430,1
432,1
679,0
90,0
274,0
249,0
658,1
519,1
209,1
316,1
140,0
404,1
129,0
719,0
363,0
605,1
544,0
466,1
147,0
566,0
271,1
434,1
234,1
